Account,Date,total_trades,avg_trade_size,total_PnL,avg_PnL,win_trades,loss_trades,win_rate
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,24,396.0429166666667,350.896638,14.62069325,6,2,0.25
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,7,392.83714285714285,0.0,0.0,0,0,0.0
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,18,288.9161111111111,147.607393,8.200410722222223,4,0,0.2222222222222222
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,13,370.71153846153845,361.183441,27.783341615384618,9,3,0.6923076923076923
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,9,360.80111111111114,146.420556,16.26895066666667,8,0,0.8888888888888888
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,7,356.9714285714286,30.495403,4.356486142857142,1,0,0.14285714285714285
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,7,299.0128571428572,37.385304,5.340757714285714,1,0,0.14285714285714285
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,1,24979.8,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,89,5090.390786516854,7440.638159,83.60267594382023,36,0,0.4044943820224719
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,238,9628.82474789916,53635.529649,225.35936827310923,99,9,0.41596638655462187
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,18,7190.583333333333,357.346725,19.852595833333332,9,0,0.5
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,38,6536.572105263158,2227.18659,58.61017342105263,25,0,0.6578947368421053
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,139,5040.074460431654,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,96,7755.243541666667,35352.95374,368.25993479166664,56,0,0.5833333333333334
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,27,4195.841481481481,2812.7685,104.17661111111111,27,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,390,830.1821794871795,927.412681,2.377981233333333,390,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,23,6845.160434782609,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,4,42850.549999999996,13963.52,3490.88,4,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,30,3916.7593333333334,1519.769822,50.658994066666665,20,0,0.6666666666666666
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,43,2596.646976744186,-2427.873799,-56.46218137209302,0,36,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,13,1538.4553846153844,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,41,5876.914634146341,856.4737299999999,20.889603170731707,7,0,0.17073170731707318
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,215,5634.781581395349,11271.895074,52.42741894883721,114,0,0.5302325581395348
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,50,8442.721599999999,22137.551238,442.75102476,50,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,12,8378.118333333334,503.31943,41.943285833333334,4,0,0.3333333333333333
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,89,14857.899887640451,22299.186495,250.55265724719104,72,0,0.8089887640449438
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,19,10522.962631578948,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,155,5549.306774193548,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,15,9685.342,5109.859504,340.65730026666665,5,0,0.3333333333333333
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,57,1755.7517543859651,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,114,5590.744561403509,0.08712,0.0007642105263157895,1,0,0.008771929824561403
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,84,3216.501666666667,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,15,4349.66,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,195,3233.520923076923,4839.59228,24.818421948717948,151,0,0.7743589743589744
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,17,1470.5794117647058,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,53,1308.6299999999999,4350.379248,82.08262732075472,53,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,76,3986.6614473684212,2897.148962,38.12038107894737,26,0,0.34210526315789475
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,185,6360.884432432433,48946.705539,264.57678669729734,185,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,50,12797.315200000001,30531.101000000002,610.62202,50,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,140,4924.3603571428575,9261.449882,66.15321344285715,85,0,0.6071428571428571
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,23,15232.22,314.6728,13.681426086956522,3,0,0.13043478260869565
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,21,12161.259047619047,5362.529222,255.3585343809524,21,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,47,9463.05744680851,4750.8109939999995,101.0810849787234,26,0,0.5531914893617021
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,16,37473.885625,444.205198,27.762824875,10,0,0.625
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,60,16666.611,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,51,8264.040980392158,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,102,5175.765784313725,31134.240601999998,305.2376529607843,102,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,103,5508.490970873787,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,189,7781.819788359788,13642.628143,72.18321768783069,40,0,0.21164021164021163
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,3,52275.0,221.0,73.66666666666667,1,0,0.3333333333333333
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,290,17935.84644827586,107892.62706,372.0435415862069,137,6,0.4724137931034483
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,222,26118.342432432433,84856.33534,382.2357447747748,80,0,0.36036036036036034
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,74,24390.13621621622,122461.112004,1654.879891945946,74,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,68,16878.26676470588,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,76,26925.528815789472,21531.8321,283.3135802631579,56,0,0.7368421052631579
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,51,3354.117450980392,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,1,166444.0,3088.0,3088.0,1,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,6,28273.666666666668,-110.0,-18.333333333333332,0,6,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,23,30543.59565217391,-681.29819,-29.62166043478261,0,22,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,6,15215.498333333335,132.0,22.0,1,0,0.16666666666666666
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,121,6709.732727272728,2875.230157,23.762232702479338,30,36,0.24793388429752067
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,23,4407.6721739130435,459.24741,19.967278695652173,22,0,0.9565217391304348
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,3,63142.666666666664,0.0,0.0,0,0,0.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,41,6897.073170731707,47.876234000000004,1.167713024390244,41,0,1.0
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,5,75258.0,510.0,102.0,4,0,0.8
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,7,857.2571428571428,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,1,6066.28,65.480454,65.480454,1,0,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,8,3292.47625,338.42832,42.30354,1,0,0.125
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,6,4537.276666666667,228.57984,38.09664,1,0,0.16666666666666666
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,14,6218.810714285714,429.683075,30.691648214285713,4,0,0.2857142857142857
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,12,2833.491666666667,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,4,2266.8775,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,1,9744.18,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,7,8159.4742857142855,1302.916428,186.13091828571427,6,0,0.8571428571428571
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,7,3426.62,20.599193,2.942741857142857,1,0,0.14285714285714285
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,27,3224.6703703703706,189.192,7.0071111111111115,12,0,0.4444444444444444
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,3,6671.296666666666,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,15,5794.291333333333,883.097404,58.873160266666666,6,0,0.4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,13,3070.2276923076925,912.786145,70.21431884615384,10,0,0.7692307692307693
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,29,4654.808275862069,0.840939,0.028997896551724137,2,0,0.06896551724137931
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,37,6072.016756756757,883.760812,23.88542735135135,12,0,0.32432432432432434
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,32,2999.6165625,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,10,17253.157,4444.4983010000005,444.44983010000004,7,0,0.7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,16,4263.979375,236.33513399999998,14.770945874999999,4,0,0.25
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,23,2173.397391304348,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,28,5827.370357142857,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,3,19021.280000000002,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,41,8578.926097560974,5207.443414,127.01081497560976,36,0,0.8780487804878049
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,16,4775.06,389.743164,24.35894775,2,0,0.125
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,21,7138.52761904762,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,18,8677.150000000001,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,64,9199.4678125,-36565.98544,-571.3435225,3,38,0.046875
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,3,16671.31666666667,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,35,9635.940571428573,1946.4454620000001,55.61272748571429,27,0,0.7714285714285715
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,2,5999.795,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,9,5332.623333333333,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,54,3567.7494444444446,759.2148159999999,14.059533629629628,31,0,0.5740740740740741
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,20,7063.762,279.185907,13.95929535,6,1,0.3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,6,11496.523333333333,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,27,5713.498888888889,4281.488139,158.57363477777778,19,0,0.7037037037037037
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,8,3374.92625,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,31,3370.167419354839,526.9338359999999,16.99786567741935,17,0,0.5483870967741935
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,24,5209.114583333333,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,14,6216.103571428571,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,23,12059.708260869564,5319.861625,231.2983315217391,16,0,0.6956521739130435
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,6,8999.890000000001,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,4,5996.512500000001,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,9,22890.714444444442,968.59038,107.62115333333333,4,0,0.4444444444444444
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,10,9890.126,656.21704,65.621704,7,0,0.7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,10,6583.419,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,25,8679.6232,1147.595856,45.903834239999995,11,0,0.44
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,22,7131.0,2101.741695,95.53371340909092,6,0,0.2727272727272727
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,9,7027.661111111111,251.604742,27.956082444444444,9,0,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,10,4500.464,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,25,7525.7636,2136.853859,85.47415436,10,0,0.4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,23,6341.452173913043,1150.5233050000002,50.02275239130436,4,0,0.17391304347826086
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,36,6525.626944444444,948.970582,26.360293944444447,17,0,0.4722222222222222
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,24,6615.870416666668,214.5898,8.941241666666667,5,0,0.20833333333333334
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,25,5052.1256,3522.3946610000003,140.89578644000002,16,0,0.64
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,8,3749.76125,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,7,4714.771428571429,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,53,9096.75358490566,6017.309216,113.5341361509434,7,0,0.1320754716981132
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,6,7499.215,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,52,15114.859615384614,7329.223137999999,140.94659880769228,30,0,0.5769230769230769
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,7,6428.95,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,5,4199.992,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,4,6000.075,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,21,13143.021904761907,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-14,16,6124.31,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-15,38,15581.516578947369,2084.433906,54.85352384210527,29,0,0.7631578947368421
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-17,14,18035.112857142856,1268.7590360000002,90.62564542857145,4,1,0.2857142857142857
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-18,7,8999.745714285715,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-19,17,11180.089411764706,2053.973644,120.82197905882354,17,0,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-20,4,7499.34,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-21,11,6746.9345454545455,773.5582039999999,70.32347309090909,3,0,0.2727272727272727
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-22,3,6000.07,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-24,21,12000.350952380952,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-26,31,11748.220645161291,4197.732182,135.4107155483871,21,0,0.6774193548387096
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-27,12,9999.173333333334,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-29,17,13148.880588235294,1842.738325,108.39637205882353,13,0,0.7647058823529411
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-30,3,9999.756666666666,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-01,13,7476.965384615385,1202.488212,92.49909323076923,9,0,0.6923076923076923
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-03,10,10388.008,1118.387284,111.8387284,4,0,0.4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-04,14,18215.87285714286,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-05,20,13514.937,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-10,43,15625.97930232558,11595.627026,269.66574479069766,33,0,0.7674418604651163
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-11,19,8941.422105263156,1876.812082,98.77958326315789,9,0,0.47368421052631576
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-12,10,7600.664999999999,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-13,13,10668.462307692309,2678.839374,206.06456723076923,13,0,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-14,7,12000.16142857143,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-15,21,7999.7071428571435,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-16,22,6545.480454545454,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-17,9,18326.035555555558,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-18,53,12119.926603773585,2569.979964,48.490188,41,0,0.7735849056603774
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-19,16,9132.66875,2120.091364,132.50571025,11,0,0.6875
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-20,9,11097.74111111111,129.66130099999998,14.40681122222222,4,0,0.4444444444444444
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-21,3,14665.06,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-22,21,10728.97,2273.29301,108.2520480952381,13,0,0.6190476190476191
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-23,2,11997.235,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-24,16,1750.721875,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-25,65,7990.4683076923075,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-26,10,15000.965,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-27,51,17661.901764705883,6400.623656,125.50242462745098,42,0,0.8235294117647058
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-28,3,10666.563333333334,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-30,6,6001.078333333334,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-07-31,3,13335.046666666667,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-01,13,11076.539230769231,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-02,36,8221.31,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-03,13,8652.23,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-04,72,12521.542916666665,-108604.496278,-1508.395781638889,0,60,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-05,17,12572.832941176472,-4779.219012,-281.130530117647,0,2,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-09,12,11003.166666666666,11147.900554,928.9917128333333,9,0,0.75
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-11,8,5104.981250000001,847.7766200000001,105.97207750000001,4,0,0.5
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-12,16,2758.775,858.6705000000001,53.666906250000004,6,0,0.375
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-13,4,3125.025,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-14,9,7185.148888888889,2168.9015130000003,240.98905700000003,5,0,0.5555555555555556
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-16,2,6250.0650000000005,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-18,14,4486.033571428571,307.201888,21.942992,12,0,0.8571428571428571
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-20,8,5302.23375,192.602844,24.0753555,1,0,0.125
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-23,10,6350.956,1005.30527,100.53052699999999,3,0,0.3
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-24,2,7500.035,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-25,4,3749.0825,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-26,5,18452.704,231.236918,46.2473836,2,0,0.4
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-27,7,9286.455714285714,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-28,7,6784.937142857142,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-08-30,3,9164.183333333334,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-02,2,15000.21,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-04,1,35004.98,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-06,4,8747.6675,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-20,12,25380.9675,9585.03428,798.7528566666666,8,1,0.6666666666666666
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-22,3,6666.579999999999,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-23,2,20167.145,334.760796,167.380398,1,0,0.5
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-25,6,8333.518333333333,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-26,3,26813.47333333333,439.812513,146.604171,2,0,0.6666666666666666
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-27,10,9999.232,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-09-30,10,17728.09,2710.626288,271.06262879999997,5,0,0.5
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-01,4,34988.58,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-02,4,24988.585,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-03,4,30002.25,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-05,36,16822.36472222222,5767.161892,160.19894144444444,24,0,0.6666666666666666
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-06,22,13642.298181818182,130.487079,5.9312308636363635,5,0,0.22727272727272727
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-07,21,10475.459523809524,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-08,35,12416.672857142858,5396.546638,154.1870468,33,0,0.9428571428571428
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-09,14,15742.852142857142,396.06272,28.290194285714286,3,0,0.21428571428571427
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-10,16,18751.521249999998,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-11,25,19556.1384,8885.327477,355.41309908000005,18,0,0.72
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-12,10,15971.34,541.55471,54.155471,7,0,0.7
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-13,10,6000.242,0.0,0.0,0,0,0.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-14,5,12383.204000000002,1913.61958,382.72391600000003,5,0,1.0
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-15,7,11596.194285714286,1170.2260760000001,167.17515371428573,4,0,0.5714285714285714
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-16,11,7293.560909090909,219.480876,19.95280690909091,3,0,0.2727272727272727
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-10-17,8,17504.00375,36.11496,4.51437,1,1,0.125
